old_url,new_url,classification,relevance,action,status_code,review_required,notes
https://www.braveheartspublishing.com/blog/tag/adventure+science+books,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/Charlotte+and+Henry+Books,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/how+to+get+kids+to+read,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/science+chapter+books+for+kids,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/mountain+books+for+kids,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/Mount+Everest,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/elementary+read+aloud,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/is+my+child+behind+in+reading,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/charlotte+and+henry,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/What+to+read+after+dog+man,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/science+facts,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/grades+1-3+read+aloud,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/books+for+kids+who+love+science,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/lexile+score,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/kids+who+hate+reading,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/my+child+hates+reading,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/adventure+books+for+kids,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/How+to+pick+a+read+aloud,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/read+aloud+tips,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/classroom+visit,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/sea+adventure+books,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/reading+level+by+grade,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/books+like+magic+tree+house,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/Children%27s+Books,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/stem+books+for+kids+ages+6-9,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/children%27s+books,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/everest+for+kids,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/graphic+novel+to+chapter+books,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/Kirkus+reviews+children%27s+book,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/reading+stamina,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/book+for+kids+ages+6-9,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/early+readers,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/3rd+grade+reading+level,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/reading+transition,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/children%27s+reading+stages,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/Boise+Idaho,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/Mariana+Trench+Facts,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/teacher+read+aloud,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/transitional+readers,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/books+for+boys+ages+6-9,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/nature+for+kids,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/grades+1-3,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/blog/tag/dog+man+next+book,,RESTORE_OR_IMPORT,0,Restore/import before considering retirement,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/home,https://www.braveheartspublishing.com/,REDIRECT_APPROVED,3,301 after final host and Rank Math conflict check,301,no,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/7c5f01ec-a2c4-4bfa-b1ef-13d0622713c5/E-Book+Cover+-+Final-+4-6-26.jpeg.jpg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/a787e1c6-a0f9-4f85-bbd9-079a9becf4ec/Final+Ebook+Cover+4-10-26-+Everest.jpg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/949eeadf-f1dc-4f0f-b8b7-c183c5353a02/Andrew+and+Charlotte.jpg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/cccb6f01-5fd3-4a31-94de-1cfdf4c399a4/Children%27s+adventure+New+Cover+Text-+Cropped_upscayl_4x_upscayl-standard-4x.png,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/4b32f4e4-2bbd-4b58-85a1-9c8f8d9b6901/FUll+scene+Full+rough+OLDER.png,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/b3484e23-cd5f-4ec8-8e16-3d803c3f6285/C2+Half+Scene+Older-+trans.jpg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/62c80681-03f3-40b3-bdc2-b82443da03fb/C5+Half+Scene+Older+-+trans.jpg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/ae636775-0bec-429b-971a-50168afc9426/C11+Challenger+Deep+-+Full+page+bleed.jpg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/contact,https://www.braveheartspublishing.com/contact/,UNCHANGED,15,Preserve URL,,no,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/fa99bb61-4609-4bd4-aed7-bb6344e30719/Brave+Learning_upscayl_4x_upscayl-standard-4x.png,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/7a1e849f-0a28-41ac-89fa-e1b21d4cc4eb/Brave+Learning+Resource+_upscayl_4x_upscayl-standard-4x-SMALL.jpg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/00756100-cb99-4461-862c-fea29f6a75b2/Mariana+trench+diagram-Resized-5.75x8.75-+With+margins_upscayl_4x_upscayl-standard-4x-+SMALL.jpg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/books,https://www.braveheartspublishing.com/books/,UNCHANGED,11,Preserve URL,,no,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/89616443-bca6-4b7c-a5fc-7ace152df74f/E-Book+Cover+-+Final-+4-6-26.jpeg.jpg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/ae1a26aa-5bc8-44c2-b8e8-f26507a3ab1e/Final+Ebook+Cover+4-10-26-+Everest.jpg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/teachers,https://www.braveheartspublishing.com/teachers/,UNCHANGED,20,Preserve URL,,no,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/d115aecd-a9e1-4edf-8a6a-81d5e36e1468/image15.jpeg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/b45a263a-606b-44a0-b5c9-ab4d5d8486cd/image17.jpeg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/f40f076a-d9e2-4a15-afb7-4d81afa4f143/image10.jpeg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/fcffcc1f-ef71-4902-99d3-b7eca28962b4/image8.jpeg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/a7e60701-871a-42be-a455-8fd70d980e5e/Screenshot+2026-03-19+17.58.08.png,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/e5d88ccd-1805-4895-9df7-a4b18dbc8a0f/C10+The+Dive+Half+Scene.jpg,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/25855020-20ee-4015-be71-f20db1b336d1/Screenshot+2026-03-19+17.58.40_upscayl_4x_upscayl-standard-4x.png,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/e20c56db-28bd-4679-8941-c3fff9a81023/Screenshot+2026-03-19+17.59.08_upscayl_4x_upscayl-standard-4x.png,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/bridge-books,https://www.braveheartspublishing.com/bridge-books/,UNCHANGED,75,Preserve URL,,no,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/804f2ec8-d347-4cf6-bc6b-15049b574ad7/Best+Bridge+Books+for+Kids+Pin.png,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/reading-levels,https://www.braveheartspublishing.com/reading-levels/,UNCHANGED,50,Preserve URL,,no,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/d0b13222-266a-4b99-a9fe-5ae95135f61d/What+is+a+Lexile.png,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/mariana-trench,https://www.braveheartspublishing.com/mariana-trench/,UNCHANGED,83,Preserve URL,,no,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/2d6830f2-530b-4785-82e9-043191e5e58c/Mariana+Trench+For+Kids+2.png,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/reluctant-readers,https://www.braveheartspublishing.com/reluctant-readers/,UNCHANGED,45,Preserve URL,,no,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/cf0f3391-c1dc-490f-91d2-cba1ac97c63f/Outgrew+picture+books+-+Pin.png,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/read-alouds,https://www.braveheartspublishing.com/read-alouds/,UNCHANGED,46,Preserve URL,,no,No content was deleted or rewritten
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/92a3de6b-8ac2-4e75-83c6-a302257fd4f8/The+Best+Read+Aloud+Books+For+the+Classroom.png,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
https://www.braveheartspublishing.com/store,,MANUAL_REVIEW_REQUIRED,0,Determine page intent and traffic/backlinks,,yes,No content was deleted or rewritten
