old_url,issue,recommended_action,review_required
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/3e53f823-cbcb-4d24-a614-330be2720b3a/Call+out+-+600+px_upscayl_3x_upscayl-standard-4x.png,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/fcffcc1f-ef71-4902-99d3-b7eca28962b4/image8.jpeg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/a7e60701-871a-42be-a455-8fd70d980e5e/Screenshot+2026-03-19+17.58.08.png,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/e5d88ccd-1805-4895-9df7-a4b18dbc8a0f/C10+The+Dive+Half+Scene.jpg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/25855020-20ee-4015-be71-f20db1b336d1/Screenshot+2026-03-19+17.58.40_upscayl_4x_upscayl-standard-4x.png,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/e20c56db-28bd-4679-8941-c3fff9a81023/Screenshot+2026-03-19+17.59.08_upscayl_4x_upscayl-standard-4x.png,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/804f2ec8-d347-4cf6-bc6b-15049b574ad7/Best+Bridge+Books+for+Kids+Pin.png,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/d0b13222-266a-4b99-a9fe-5ae95135f61d/What+is+a+Lexile.png,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/2d6830f2-530b-4785-82e9-043191e5e58c/Mariana+Trench+For+Kids+2.png,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/cf0f3391-c1dc-490f-91d2-cba1ac97c63f/Outgrew+picture+books+-+Pin.png,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/92a3de6b-8ac2-4e75-83c6-a302257fd4f8/The+Best+Read+Aloud+Books+For+the+Classroom.png,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/store,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
